district	schoolName
609	58,70,109,111,112,113,145,147,174,229,230,231,255,280,296,340,368,492,505,508,509,537,548,583,584,636,664,719,721,841,846,892,921,923,973,995,1016,1093,1153,1255,1274,1275,1336,1341,1419,1422,1481,1500,1503,1560,1580,1585,1654,1655,1656,1657,1660,1666,1751,1755,1761,1762,1763,1764,1765,1774,1775,1779,1780,1942,1997,2012,2030,2031,2058,2059,2082,2102,2106,2129,2155,2169,2177,2218,2219,2242,2291,2303,2353,2395,2469,2572,2673,2679,2680,2734,2782,2928,2942,2944,2974,2975,3073,3091,3219,3221,3222,3316,3325,3342,3343,3344,3384,3391,3639,3647,3806,3888,3923,3929,3941,3949,3950,3966,4007,4037,4062,4090,4152,4153,4154,4155,4156,4157,4158,4222,4236,4270,4277,4351,4487,4652,4670,4735,4755,4764,4777,4807,4810,4919,4951,5008,5106,5123,5165,5169,5199,5270,5295,5310,5375,5462,5484,5495,5622,5627,5637,5701,5786,5885,5886,5898,5916,5917,5970,5996,6005,6037,6039,6042,6132,6158,6159,6160,6161,6162,6173,6214,6258,6301,6365,6382,6391,6487,6539,6567,6606,6645,6662,6669,6692,6702,6748,6763,6766,6771,6774,6818,6842,6843,6844,6845,6846,6847,6848,6849,6850,6851,6852,6886,6901,6903,6904,6925,6944,6953,7056,7062,7093,7152,7171,7172,7187,7224,7275,7318,7331,7358,7361,7363,7399,7426,7523,7534,7535,7547,7571,7592,7640,7697,7699,7726,7745,7860,7899,7955,7957,7958,7959,7962,7963,7964,7968,7969,7970,7971,7972,7973,7974,7975,7976,7977,7980,7981,8005,8022,8034,8054,8056,8058,8059,8060,8061,8062,8179,8193,8219,8261,8270,8314,8315,8338,8339,8377,8413,8437,8438,8485,8514,8551,8608,8625,8626,8627,8628,8629,8630,8638,8642,8643,8647,8648,8649,8650,8651,8652,8653,8654,8655,8656,8657,8658,8659,8660,8661,8662,8663,8664,8665,8666,8667,8668,8669,8670,8671,8673,8674,8675,8676,8677,8678,8679,8680,8681,8682,8683,8685,8686,8687,8688,8689,8690,8691,8692,8693,8694,8695,8696,8697,8698,8699,8700,8701,8702,8703,8704,8705,8706,8707,8708,8731,8751,8755,8773,8809,8810,8822,8823,8824,8849,8900,8959,8975,8982,8994,9011,9012,9029,9093,9098,9099,9100,9101,9102,9103,9104,9105,9106,9107,9108,9109,9110,9111,9112,9115,9117,9120,9124,9125,9168,9240,9279,9280,9284,9297,9301,9324,9349,9406,9407,9409,9470,9576,9585,9607,9662,9719,9721,9770,9794,9795,9848,9871,9872,9978,10018,10120,10124,10169,10208,10253
610	7430
611	755,3385,3824,4409,6136,6233,6272,6715,7448,7449,7450,7454
612	7415,7416
613	5335
614	604,605,849,850,1085,1629,2090,5429,7506,7833,10058,10059
615	1085,1628,2092,5427,5861,9123
616	7516
617	7528,7985
618	935,4392,7526,7527,9683,10019
619	1030,2216,4666,5611,8321,8753,8954,9325
620	563,747,814,1157,1819,1859,2040,2125,2128,3305,3642,3750,4070,4648,4762,4797,5472,5849,5911,6045,6058,6179,6796,7539,7540,7541,8508,9580
621	125,318,914,970,4461,5223,5524,7044,7542,7543,7544,9309,9781
622	133,1868,2018,3063,3430,3907,3987,4177,4532,4538,4814,5851,6528,6810,7795,7911,8302,8988
623	828,2335,7557
624	673,674,7561,7562,7563,7564,8905,9004
625	3718,4391,4971,4992,5682,7244,7580
626	871,996,1054,1509,1704,2571,2716,2732,2837,3007,3360,3513,3961,3984,4704,4850,6011,6193,6309,6319,7333,7601,7602,7603,7992,7997,9260,10005,10066,10255
627	7627
628	3612,7550,7632,8319
629	1691,4964,5775,6225,7657,9484
630	665,958,5532,7660,8319,8633,9605,9955
631	2603,6178
632	7666,7668,7670,7674,7676,7677,7678,7687
633	1301,3890,7014,7690,7691,7692,7693,9922
634	2225,4356,7686,7741
635	131,1300,1423,5932,7720,7721
636	3161,7723,7724
637	1967,3448,3748,4269,7323,7567,7714,7727,7728,7729,7730,7732
638	928,7114,7731,9421
639	72,123,193,358,534,883,1154,1501,1527,1603,1726,2710,2886,2920,3281,3337,3870,3908,4064,4068,4391,4461,4529,4590,4977,5189,5340,5524,5538,5705,5742,5795,6095,6236,6767,6876,7065,7274,7429,7454,7519,7725,7738,7739,8426,8865,8919,9215,9386,9580,9781,10011,10134
640	830,3583,5560,7053,7781,9024
641	455,1082,1905,3679,5656,7024,7784,7799,7800,7802,7803,7804,7933,8416,8637,8915,9351,9492,9589,9903,9962
642	1046,3003,3895,5935,7829
643	287,362,1577,2350,3330,4286,7069,7874,7875
644	7877,7878,7879,8378
645	2897,2915,2916,5979,6306,8253
646	744,1006,1063,1545,2162,2419,3143,3145,3472,3478,3498,4664,6803,7748,8803,9146,9541,9769,10016
647	132,458,3676,4288,6658,7890,10133
648	7898
649	1143,2316,4045,5594,7531,9708,9948
650	335,993,3526,4126,4249,4468,4503,4757,6468,6541,7854,7908,7909,8228,8372,8724,9042,9600,10180,10198
651	66,73,185,215,370,571,600,1049,1089,1247,1293,1304,1306,1339,1410,1411,1465,1632,1679,2173,2276,2614,2719,2720,2817,3006,3010,3117,3133,3367,3470,3505,3606,3779,4114,4140,4218,4350,4428,4514,4523,4524,4530,4542,4550,4567,4836,5111,5160,5481,5705,5747,5793,6395,6409,6438,6597,6623,6624,6892,7036,7127,7143,7288,7855,7887,7954,7956,7990,8266,8319,8522,8672,8833,8926,8939,8942,8993,9116,9118,9128,9781,9842,9984,10017,10129,10179
652	2758,2828,3251,6956
653	1794,2046,2047,2304,2305,2324,2330,2812,2983,2988,3214,3566,3567,4896,4911,4912,4930,4954,4955,4971,5239,5320,5321,5364,5889,6063,6064,6163,6164,6683,6728,6729,6865,7303,7431,7470,7498,7780,8077,8331,8464,9246,9247,9248,9249,9426,9427
654	2325,2813,3215,4897,4930,4972,5365,6729,7304,7471,8078,8234,8332
655	7432
656	7769,7965,7966,7967
657	2379,3707,5980,7982,7983,8480
658	1038,1039,2772,3986,5075,5223,5316,5421,6054,6153,6338,7843,8393,9388
659	225,1475,2789,2798,3037,3845,4913,6220,6525,7984,9787
660	8010
661	8011
662	7191,8013,8014
663	8000,8016
664	278,388,549,550,562,769,867,957,1009,1065,1267,1417,1443,1506,1644,1917,1944,2208,2216,2283,2352,2357,2549,2594,2899,3069,3475,3619,3654,3777,3852,4073,4098,4209,4234,4298,4309,4642,4715,4761,5019,5223,5501,5603,5726,5744,5963,6147,6269,6307,6430,6522,6540,6697,6873,6896,6936,7031,7360,7460,7626,7652,7684,7814,7843,8002,8018,8068,8333,8351,8418,8518,9162,9408,9562,9760,10079,10245
665	484,1010,1653,1994,2280,2396,3365,6279,6481,6559,8017,9584
666	1750,1980,8019
667	234,238,847,848,2762,2763,4569,7032,7033,7300,7301,7826,7827
668	557,582,1117,1603,3943,8020,8025,9186,9951
669	1995
670	2284,5262,5263,5264,5265,6086,8029,8030,8032,8129
671	8031
672	123,175,193,359,412,556,648,650,699,703,728,754,783,835,875,926,964,970,1035,1199,1254,1260,1482,1497,1597,1658,1713,1725,1730,1741,1772,1821,1833,1844,1850,1920,2083,2130,2134,2183,2189,2205,2237,2245,2270,2306,2412,2434,2532,2598,2658,2699,2731,2825,2886,2906,2910,2950,3023,3029,3108,3118,3147,3176,3181,3258,3305,3332,3380,3398,3430,3431,3608,3632,3686,3713,3785,3799,3807,3853,3866,3908,3936,3937,3940,3989,4038,4049,4051,4053,4055,4056,4057,4060,4062,4132,4148,4160,4180,4202,4255,4263,4265,4305,4312,4313,4461,4472,4568,4593,4601,4603,4635,4644,4695,4698,4699,4700,4701,4702,4763,4778,4779,4780,4781,4782,4783,4807,4847,4856,4891,4892,4946,5017,5070,5103,5114,5179,5225,5240,5244,5245,5302,5311,5341,5525,5556,5593,5636,5726,5731,5734,5758,5784,5844,5849,5899,5992,5999,6023,6030,6036,6171,6210,6255,6278,6308,6482,6587,6619,6670,6706,6880,6882,6907,6994,7102,7112,7117,7120,7271,7294,7295,7335,7656,7811,7822,7847,7855,7898,7905,8023,8024,8026,8027,8028,8033,8035,8036,8037,8038,8040,8041,8158,8288,8289,8319,8324,8336,8384,8457,8631,8716,8917,8989,9121,9189,9206,9235,9250,9334,9335,9336,9384,9403,9429,9668,9674,9724,9758,9781,9814,9820,9958,9968,10082,10247
673	1384,1453,2433,2616,4872,6603,6604,6902,8042,8043,8910,8911,9236
674	171,334,491,521,585,706,917,1146,1154,1187,1222,1458,1496,1724,1760,1766,1767,1820,1842,1863,1903,2037,2131,2387,2529,2559,2697,2767,3038,3085,3124,3196,3278,3402,3430,3452,3455,3525,3563,3696,3757,3883,3900,4088,4176,4287,4327,4328,4460,4461,4604,4752,4767,4775,4808,4824,4825,4826,4946,4987,5061,5088,5096,5198,5202,5209,5210,5218,5340,5450,5557,5574,5681,5724,5726,5836,5849,5858,5986,6029,6044,6048,6055,6095,6212,6274,6405,6411,6589,6751,6822,7022,7029,7087,7329,7330,7332,7537,7588,7812,7836,7837,7849,7950,7951,7952,7953,8055,8057,8123,8157,8323,8325,8326,8380,8384,8410,8504,8636,8768,8779,8895,8908,8932,9019,9070,9094,9119,9306,9369,9649,9650,9728,9777,9813,9825,9832,9870,10189,10223
675	2036,2333,3395,4465,5849,6772,7843,9781,10079
676	1851,2297,3002,4252,5884,6129,6224,6517,7011,8070,8071,8072
677	4528,5840,6749,7710,7751,8073,8074,8076,9554
678	8075
679	75,106,236,281,449,689,1034,1090,1126,1372,1519,2526,2527,2904,2961,3425,3684,3703,3766,3781,4001,4035,4193,4572,5132,5192,5362,5449,5923,5963,7128,7205,7417,7557,7708,8086,8258,8309,8473,9088,9781,10036,10053,10054,10055
680	188,401,502,512,532,593,594,843,1308,1334,1345,1459,1476,1507,1694,2094,2120,2323,2326,2345,2586,2613,2741,2802,2912,3454,3466,3601,3620,3621,3667,3715,3734,3874,4214,4433,4513,4802,4880,4937,5071,5197,5440,5668,5692,5760,5768,5933,6021,6035,6551,6661,6775,6793,6839,7048,7119,7438,7663,8090,8091,8093,8427,8495,8735,8907,8969,9144,9151,9255,9350,9478,9648,9961,9987,10107,10166
681	725,746,1217,3430,4461,4572,5226,5524,5849,6095,7843,8096,8097,8098,9781,10079
682	554,780,1015,1946,2087,2293,2347,2632,2687,3684,4034,4098,4819,4830,5354,7920,8099,8100,8101,8102,9786,10156
683	1044,5470,6208,6672,8103,8104,8105,8506,8507
684	794,855,976,2331,3908,4956,5420,5426,6088,6207,6877,6881,7097,8478,8509,9027
685	337,1477,2443,2506,4599,4841,4874,6050,6968,7631,8045,8046,8108,8109,8111,9351,9352,10149
686	1497,4239,8115,9431
687	1362,1396,3447,4085,5645,8118
688	1580,8117
689	495,1210,2409,4096,6006,7100,8119
690	67,649,792,794,891,1036,1047,1094,1932,3149,3257,3484,4079,5069,5095,5869,6527,7031,8120,8121,8889
691	283,1412,5212
692	8131
693	696,1918,3583,4406,5066,8135,8145,8408,8870,9542
694	8144,8147,9081
695	171,842,1001,1018,1303,1705,2103,2122,2138,2320,2417,2507,2681,3401,3622,3718,3721,4042,4338,4512,5166,5271,5404,6109,6128,6164,6357,7177,7388,7492,8149,8335,8792,8961,9016,9348,9553,9668,9745,10092
696	4906,6681,8154,8513,8908,9660,10052
697	1976,2347,3794,4391,4461,4581,4793,5223,5524,7387,7835,8166,8167,8319,9778,10079
698	73,123,144,402,1127,1430,1616,1638,1978,2420,2511,2714,2809,3305,3323,3337,3430,3503,3518,3637,3730,3946,4025,4177,4292,4461,4483,4529,4570,4613,4650,5359,5449,5486,5524,5605,5739,5741,5751,5839,5963,6068,6095,6125,6568,6691,6780,7197,7508,7517,7960,8170,8171,8172,8233,8301,8432,8646,8988,9130,9138,9467,9724,9726,9781,9991,10079
699	1361,2504,2791,7126
700	123,124,129,316,1863,1864,2502,2503,3305,3307,3628,3629,3849,3851,4868,4869,4870,4876,4877,4878,4879,5849,5850,6095,6096,6758,6759,7088,7089,7843,7844,8110,8112,8173,8174,8175,8176,8177,8178,9781,9782
701	104,298,1147,1193,1667,2440,2441,2525,2689,3456,3581,4492,6769,7788,7789,7790,7791,7792,7793,7796,7797,8617,8850,8851,8863,8906,9391,9696,9697
702	8181
703	140,1048,1060,1070,1095,1168,1248,1604,2468,3491,4637,4693,5077,5657,5755,6004,6043,6108,6175,6412,7067,7279,7286,8180,8182,8282,8937,9781,9941,10077
704	785,2302,3461,8186,9908
705	329,525,1071,2091,2369,3834,6049,8185,8192,8554
706	6889,8187,8188,8190
707	8189,8201
708	2371,2959,7210,8200
709	121,336,515,516,777,1152,2745,3080,3144,4484,4857,5189,5997,6655,6755,7607,8155,9020,9314
710	2699,3305,3684,4506,4569,4636,5228,5576,5849,6732,7176,7267,7843,8202,8205,9814,9986
711	749,989,3558,3651,4352,5846,7576,8206,9126
712	73,186,1020,1132,3464,3962,4003,4045,4094,4429,4893,5082,5480,5855,6170,6402,7180,7351,7662,8207,8210,8212,8214,8216,8745
713	73,186,1132,1634,3963,4045,4429,4756,5480,7351,8211,8745
714	2870,3644,4002,4093,5081,5655,5928,6169,7179,7651,7661,8209,8213,8215
715	8226
716	1268,1441,1442,1743,4084,7105,7340,7680,8232,8953
717	519,3207,7554,8241
718	1100,1561,1690,2878,4079,4412,6248,6522,7257,7684,7876,8183,8494,9089,9849
719	791,10051
720	1622,3823,4121,9347
721	4050,4052,4054,4058,4061,4063
722	86
723	381
724	787
725	6416,7001
726	7642
727	8263
728	9173,9821
729	8280
730	3015,3016,3017,3243,8283,8284,8285
731	1133,8286,8287,9615
732	1131,7013
733	8300
734	76,402,2949,3507,3939,3942,4415,8308,9130,10158
735	8312
736	1435,2653,3034,5909,7552,8318,8320,8858,10165
737	4103,5024,6479
738	408
739	8352,8353,8354
740	1787,7538,8361,8362
741	8363
742	2934,3208,3328,3329,8360,8364,9390
743	8367
744	1014,4330,9863
745	1219,3098,3451,4431,5027,5938,6299,7163,7637,8435,9596
746	2520,2521,5456,5457
747	2016,3242,5177,9179,9180,10184
748	478,551,640,915,945,2164,3410,4101,4130,4678,4689,4842,5517,6123,6236,7014,7917,8220,8221,8468,8469,8470,8475,8954,9244,9496,9667,9950,10128
749	3826,4373,8481
750	4463,5832,6267,9818
751	715,1670,2609,4006,7134,7195,7196,7391,8330,8516,8517,9689,10176
752	1446,8496,8523,8524,8525,8526,8527,8528,8529
753	3609,4337,9025
754	3291,3392,4382,5563,7192,7870,8151,8534,8536,8537
755	8539
756	8543
757	136,331,2139,2568,2815,3192,7334,8244,8544,8548,10152
758	3599,8549,8634,9320
759	2269,8550,9127
760	5561,6381,6756,8191,8553
761	8558
762	790,1597,2901,3357,3494,3495,3496,3595,4211,4275,6371,6750,8897,9073,9634
763	4276,7170,8559
764	8561
765	3724,4771,7190,7307
766	566,5640,6152,8580,8581
767	310,691,1208,1976,2742,4098,4668,5402,5739,6121,6122,7037,7286,8496,8594,8645,8918,9894
768	1454,4210,4976,5316,6129,7620
769	8606
770	150,7545
771	587,7859,9292,9924
772	1186,8631
773	8644
774	4068,8713,8714,10102
775	3706,4509,7133,9462
776	152,3481,4627,5772,7325,8723
777	1881,3350
778	123,202,596,618,623,627,654,1231,1232,1631,1863,1968,2447,2459,2546,2700,2715,2767,2868,3157,3308,3502,3507,3756,3870,3927,3935,4177,4444,4520,4562,4719,4773,4848,5524,5802,5849,6095,6165,6446,6897,7212,7321,7344,7383,7664,7843,8077,8262,8616,8621,8710,8780,8781,8782,8783,8988,9021,9031,9363,9432,9504,9588,9756,9812,9981,10079
779	2155,8787
780	2841,2842,4299
781	8813,8814,8816
782	1399,3064,3611,5156,6017,6069,7182,8838,9490
783	8845
784	2020,3602,5334,6225,8846
785	8895
786	972,1732,1956,2200,2861,3090,4997,8125,8898,9532
787	8899
788	8923,8924
789	2425,5849,5873
790	3121,8933
791	8938
792	315,1028,1029,1523,1524,1791,1792,2639,2665,2666,3675,4104,4105,4274,5504,5623,5626,6167,6171,6172,6334,6730,6777,6838,6971,7479,8152,8153,8613,8614,8759,8760,8947,8948
793	633,1919,2179,2253,2839,3327,5761,6800,8393,8542,8715,8776,8968,10157
794	2017,4461,5227,7034,7843,8990
795	1185,8992
796	196,1913,3579,4786,6529,6530,8417,8419,8995,8996,8998,9295
797	7552,8003,8479,9001,9002,9006
798	5336
799	2201,3610,4396,9037,9217
800	5229,9039,9040
801	9038
802	68,172,844,1670,2186,2951,3347,3705,3958,4421,5650,6441,6968,7077,7482,7503,7529,8927,8928,9047,9048,9049,9050,9051,9052,9053,9218,9415,9417,9629,10221
803	1880,2537,2902,4922,6599,9059,9060,9061
804	2600,9064,9065,9066,9624
805	1431,9079
806	4008,6363,7201,7258,7290,8412
807	9196
808	476,531,911,1319,1511,2699,2718,3032,3135,3797,4040,4213,4374,4465,4505,4615,5063,5223,5531,6506,6857,7138,7744,8293,8395,8571,9231,9232,9233,9239,9573,9755,9855,10243
809	7780,9246
810	568,1597,2440,2569,2617,3473,3486,3544,4522,5436,5439,5849,5895,5922,5993,6129,6505,7343,8602,9252,9254,9757,10049
811	9261
812	1333,1581,3270,3625,8255,9262,9263,9264,9265,9524
813	9271
814	9275
815	9277
816	9283,9810
817	9278
818	9290,9291
819	301,1731,2216,3288,3407,4009,5223,5274,5430,5616,6061,6281,7241,7843,10079
820	4928,5962,8620,9392,9469
821	2108,6053,8442,9300,9302,9303,9304
822	9307,9308
823	9318
824	3210,9315,9316,9317
825	2181,2202,2388,2678,3384,4549,4659,5756,6829,8164,9321,9322,9716,9735,9749
826	61,545,551,743,880,1246,1963,3208,3762,3956,4009,4036,4041,4107,4450,4941,5316,5700,6310,6779,6801,7132,7209,7530,7761,9329,9330,9331,9706
827	9333
828	8901
829	9782
830	1975,1987,1988,1989,1990,2132,2133,2228,2344,2562,3066,3208,3213,3216,3322,3361,3387,3414,3688,3786,3855,3924,4015,4080,4095,4849,5524,5745,5954,5985,6192,6473,6557,6565,6571,6636,6800,6885,7064,7203,7565,7645,7672,7673,7681,8251,8440,8511,8512,8684,9604,9682,9765,9928,9935,10138,10155
831	9362
832	101,1321,2601,3298,3646,6470,6614,7281,7324,7546,7712,8600,9268,9366,9367,9368,10191
833	318,639,1111,1440,2271,2929,3757,5200,5268,6467,6836,9378
834	9375,9376
835	142,716,1254,1812,3209,4100,5538,7106,7207,8443,8954,9397,9398,9399,9427
836	9400,9401,9402
837	142,171,326,1151,2038,2104,2727,2830,2954,3025,3083,3975,4449,4681,6800,8441,9413,9414,9983,10042
838	667,1816,1955,2788,4991,5045,5608,5631,5773,5810,5866,6791,7427,7500,8443,9216,9287,9418,9419,9420,9422,9423,9583,9690
839	2307,6410
840	181,675,3921
841	9017,9443
842	451,931,1548,2243,2869,3123,3309,3559,3650,3742,4068,4119,4477,4533,4598,4618,5223,5317,5638,5639,8532,8746,9444,9445,9446,9447
843	5208,6605,7085,8632,9456,9457,9458,9459,9460
844	1103,1426,2490,2512,3449,4413,5877,9684
845	9551
846	96,378,707,991,1176,1257,1813,2296,2596,2742,2867,3217,4641,4668,5223,5316,6111,6216,6896,7165,7265,7300,8383,8908,9552,9685,9986
847	1086,1659,2347,2445,2925,3716,4344,5189,5326,6082,6242,7014,7382,8488,9604,9866
848	135,1902,3047,3640,4271,4994,6776,8465,9390,9575,9577
849	8914,9621
850	452,1709,2033,2098,2165,2182,2450,2764,3088,3262,3612,3624,3643,3712,4068,4204,4249,4358,4894,5258,5607,6015,6236,6271,6607,7189,7552,7649,7703,7919,8320,8356,8447,8960,9477,9569,9646,9647,9781,10053
851	173,320,816,839,1013,1083,1300,1512,2907,3212,3692,3758,3759,3821,4970,5526,5567,5779,6051,6066,6125,6502,6712,7468,7488,7849,8409,9062,9652,9653,9654,9671,9675,9677,9678,9692
852	1182,4299,6305,7026,9178,9733,9738
853	1526,1674,1937,2223,2418,5159,5618,7389,7830,8582,8945,9537,9734,9739
854	4559,4684,6936,9075,9147
855	9774,9775
856	142,343,1107,1160,2848,3043,7706,7707,7719,8609,8795,9703,9704,9788,9792,9851,9852,9877,9905,9920,10193
857	8012,9230,9781
858	2019,5469,7621,8316,9793,9796
859	2065,5867
860	3110,7203,9809
861	9817
862	624,625,793,1343,1637,1940,2075,2158,2298,2516,2722,2760,2856,3084,3225,3321,3684,3732,3820,3844,3848,3972,4004,4005,4068,4530,4551,4725,4970,5099,5223,5448,5479,5517,5612,5748,5963,6026,6110,6295,6582,6588,6698,6709,7109,7193,7194,7634,7635,7636,7638,7734,8355,8369,8747,8772,8860,9010,9259,9492,9555,9672,9781,9843,9846,10079
863	1302,1344,2077,2694,4125,5912,5921,6125,6795,7683,8081,9614,9737,9834,9847
864	9867,9868,9879
865	382,2777,4953,9845,9881
866	1434,2143,3168,3256,3560,4197,5222,5225,7151,8379,9339,9340
867	115,391,392,2378,2676,3159,3370,3965,4479,4594,5880,5881,8260,8273,8319,9764,9811,10047
868	9921
869	9928
870	385,2100,2984,3735,4109,4500,5158,7394,7502,8877,9492
871	9938,9942
872	807,5333,9944,9945
873	9946
874	6382
875	74,1781,2258,4688,5340,5435,5485,5987,6786,9727,9747,9892,9964,9967
876	1303,3363,4925,7205,8195,9966
877	97,559,1050,1388,3618,4904,5107,6065,6764,7226,7491,7675,8184,8249,8322,8448,9428,9874,10029
878	10037,10038,10040
879	694,998,1143,4935,8168,10043,10044,10045
880	6293,10063,10064,10065
881	10079
882	1658,9686,10085
883	1104,1141,1297,5798,10095,10096,10098,10099
884	10109,10110,10111,10121
885	3295,8950,10100,10112
886	2230,2231,2232,2233,2250,4638,5572,7127
887	1074,1526,3273,10140,10141
888	803,1258,2435,2513,3331,3527,5118,7205,7446,7600,8276,8984,10142,10143,10150,10151,10246
889	10164
890	10168
891	4380,7768
892	1626,3726,10192
893	3043,4394,10217
894	2444,10218,10219,10220
895	187,405,488,1098,1236,3701,4768,5223,5230,7007,7716,7722,8934,9182,9357,10226,10227,10228
896	3875,9142,9645,10229,10230
897	1314,1677,1998,2570,3719,4310,4311,5936,6632,7015,7646,9466,9979,10235,10236
