city	schoolName
480	123,138,175,193,359,412,556,590,648,650,699,728,754,783,835,904,926,964,970,982,1035,1199,1254,1260,1384,1401,1446,1447,1450,1453,1482,1497,1597,1658,1713,1730,1741,1751,1772,1821,1833,1844,1920,2083,2130,2134,2138,2183,2189,2205,2237,2245,2270,2306,2314,2332,2334,2341,2354,2407,2412,2430,2434,2532,2598,2658,2699,2731,2825,2886,2901,2906,2910,2928,2950,3023,3029,3108,3118,3147,3160,3176,3181,3258,3305,3332,3380,3398,3430,3431,3494,3495,3496,3595,3608,3632,3686,3713,3785,3799,3807,3853,3866,3908,3936,3937,3940,3989,4038,4049,4051,4053,4055,4056,4057,4060,4062,4076,4132,4148,4160,4180,4202,4211,4255,4263,4265,4305,4312,4313,4461,4472,4568,4593,4601,4603,4635,4644,4645,4695,4698,4699,4700,4701,4702,4763,4778,4779,4780,4781,4782,4783,4807,4847,4856,4891,4892,4906,4946,5017,5070,5114,5179,5225,5240,5244,5245,5302,5311,5341,5367,5423,5525,5556,5593,5623,5627,5636,5726,5731,5734,5758,5784,5844,5849,5899,5934,5992,5999,6023,6030,6036,6037,6086,6167,6171,6172,6195,6210,6251,6255,6278,6308,6371,6482,6587,6619,6629,6668,6670,6681,6706,6880,6882,6902,6907,6994,7016,7102,7112,7117,7120,7271,7294,7295,7335,7467,7482,7483,7656,7811,7822,7823,7847,7855,7898,7905,7961,8023,8024,8025,8026,8027,8028,8029,8030,8031,8032,8033,8034,8035,8036,8037,8038,8040,8041,8152,8153,8154,8158,8288,8289,8319,8324,8336,8384,8402,8457,8463,8513,8524,8525,8526,8614,8631,8638,8663,8716,8751,8760,8876,8897,8908,8912,8917,8958,8989,9073,9103,9108,9121,9173,9189,9206,9234,9235,9236,9250,9327,9334,9335,9336,9384,9403,9429,9660,9668,9674,9724,9758,9781,9814,9820,9937,9941,9958,9968,10052,10056,10082,10247
481	237,535,548,1671,3315,3541,4154,5330,8044,9651
482	1641,1642,1643,3739,3741,6198,6199,7368,7370,7374,9535,9536,9664,9665
483	2036,2333,2902,3395,4465,5219,5849,5979,6772,7843,8066,9781,10079
484	928,1851,2297,3002,4252,5884,6129,6224,6517,7011,8070,8071,8072
485	8077
486	63,318,688,1530,1557,1656,1785,1929,2351,2525,2929,2977,4035,4193,4569,4963,5105,5106,5123,5192,5362,5395,5449,6263,6769,7034,7098,7128,7150,7171,7640,7708,7790,7978,8007,8082,8083,8223,8309,8339,8453,8514,8810,8900,9378
487	75,103,104,105,106,109,111,112,113,130,236,280,281,293,297,298,389,404,449,478,489,508,639,653,689,695,708,846,874,901,908,984,985,1034,1058,1073,1090,1102,1126,1144,1261,1294,1337,1372,1416,1466,1519,1629,1647,1654,1655,1660,1667,1712,1735,1890,1891,2057,2105,2271,2285,2333,2440,2441,2482,2514,2526,2527,2661,2688,2689,2904,2961,2976,3043,3044,3104,3114,3208,3305,3364,3390,3425,3491,3500,3584,3684,3703,3757,3766,3781,3913,4001,4018,4133,4190,4261,4287,4414,4423,4451,4490,4492,4555,4572,4617,4692,4815,4816,4821,4827,5012,5054,5055,5077,5113,5115,5132,5167,5200,5240,5268,5422,5474,5480,5490,5491,5493,5566,5604,5750,5849,5923,5963,5990,5991,6014,6098,6183,6203,6264,6366,6466,6467,6557,6562,6593,6596,6608,6624,6667,6748,6800,6836,7160,7161,7205,7337,7400,7407,7417,7442,7557,7571,7574,7755,7774,7788,7789,7791,7792,7793,7794,7796,7797,7798,7935,7939,8086,8222,8231,8243,8258,8387,8389,8396,8450,8456,8458,8473,8748,8775,8795,8809,8843,8861,8863,8906,8973,8974,9018,9088,9093,9112,9154,9214,9245,9297,9391,9441,9612,9695,9697,9781,9821,10000,10031,10036,10053,10054,10055,10093,10183
488	8089
489	1105,1310,1405,1408,1409,2342,3860,4669,4804,5635,8092,8094,8561
490	166,636,725,746,1217,2087,2293,3430,4034,4098,4461,4572,5226,5524,5849,6095,7843,8096,8097,8098,8314,8668,8685,9781,9786,10079,10156
491	4830
492	855,976,1274,1275,3101,3908,4956,5426,6158,6702,6877,6881,7097,8478,8509,9027
493	337,2443,2506,4052,4058,4063,4841,6050,6968,7631,8045,8046,8108,8109,8111,9017,9351,9352,10149
494	67,495,792,794,891,1036,1580,1932,1997,3149,3447,4096,4670,5069,5095,5645,5869,6527,7031,8119,8120,8707,8889,9105
495	5212
496	4970,6110,9010,9259,9672
497	696,1918,2453,3583,4406,5066,5543,5670,5671,5672,5675,5685,5701,5769,5998,7145,7973,8135,8144,8145,8147,8408,8870,9081,9442,9542
498	842
499	1976,3794,4391,4461,4793,5223,5524,7835,8166,8167,8926,9778,10079
500	73,123,144,402,551,1127,1430,1616,1638,1678,1978,2420,2511,2714,2725,2809,3078,3208,3305,3323,3337,3430,3503,3518,3637,3730,3762,3946,4009,4025,4036,4177,4292,4461,4483,4529,4570,4613,4650,5316,5359,5449,5486,5524,5605,5739,5741,5751,5839,5963,6068,6095,6125,6426,6568,6691,6780,6981,7197,7406,7508,7517,7530,7960,7998,8170,8171,8172,8233,8234,8301,8432,8646,8758,8988,9130,9138,9330,9467,9724,9726,9781,9991,10079
501	123,124,129,316,1863,1864,1912,2129,3305,3307,3849,3851,4185,4868,4869,4870,4876,4877,4878,4879,5849,5850,6095,6096,6125,6236,6758,6759,6848,7088,7089,7843,7844,8174,8175,8176,8177,8178,9781,9782
502	140,1048,1060,1095,1168,1248,1604,2468,2582,3827,4637,4693,5077,5755,6004,6039,6043,6108,6173,6175,6196,6412,7279,8179,8180,8182,8282,8436,8810,8937,9715,9781,9941,10077
503	97,559,1050,1100,1388,1399,1561,1690,2539,2878,3064,3611,3618,3881,4079,4412,4904,5107,5156,5879,6017,6065,6069,6248,6424,6522,6703,7091,7182,7226,7257,7684,7876,8183,8249,8322,8448,8494,9089,9428,9430,9490,9849,9980,10029
504	329,525,785,2091,2302,3461,3639,3834,6049,6669,6889,8185,8186,8187,8188,8189,8190,8192,8622,9908
505	1454,4475,4966,4992,7453,7497,7620,8195
506	121,336,777,1152,1361,2371,2504,2745,2791,3080,3102,3144,4484,4857,5189,5997,6655,6755,6886,7073,7126,7168,7210,7434,7607,8155,8200,8201,9020,9314
507	1383,1387,2699,3305,3684,4506,4569,5228,5849,6732,7081,7176,7361,7589,7843,8202,8205,9543,9544,9986
508	749,989,1109,3558,3651,4352,5846,6288,6723,7576,8206,9126
509	73,186,665,958,1132,1153,1422,1634,2870,3644,3962,3963,4002,4003,4045,4093,4094,4380,4387,4429,4511,4696,4756,5081,5082,5480,5532,5655,5711,5798,5874,5928,6169,6170,6202,7179,7180,7181,7217,7351,7651,7660,7661,7662,7768,7877,7879,8209,8210,8211,8212,8213,8214,8215,8216,8319,8378,8632,8633,8745,8817,9023,9605,9955,10244
510	2572,8226
511	1268,1441,1442,1743,4084,7340,7680,8227,8232,8613,8953,9856
512	519,1002,1777,3207,5729,5730,7355,7554,8241,8242
513	791
514	8280
515	8286,8287,9615
516	4375
517	9290,9291
518	1255,1594,2563,3476,4069,4326,4774,6806,8292,8294,8295
519	382,1131,4953,7013,8901,9881
520	76,402,2949,3507,3939,3942,4415,8308,9130,10158
521	171,334,491,509,521,585,706,917,1146,1154,1187,1222,1336,1458,1496,1724,1755,1760,1761,1762,1763,1764,1765,1766,1767,1820,1842,1863,1903,2030,2031,2037,2058,2059,2131,2303,2387,2529,2559,2680,2697,2767,2944,3038,3085,3124,3196,3278,3342,3343,3402,3430,3452,3455,3525,3563,3696,3757,3806,3883,3900,4088,4103,4153,4176,4270,4287,4327,4328,4460,4461,4604,4752,4767,4775,4808,4824,4825,4826,4946,4987,5024,5061,5088,5096,5198,5199,5202,5209,5210,5218,5340,5450,5484,5557,5574,5681,5724,5726,5836,5849,5858,5917,5986,5996,6029,6042,6044,6048,6055,6095,6212,6274,6405,6411,6479,6589,6751,6822,6851,7022,7029,7087,7329,7330,7331,7332,7537,7588,7697,7812,7836,7837,7849,7950,7951,7952,7953,7958,7963,7964,7972,7975,8054,8055,8056,8057,8058,8059,8060,8061,8062,8123,8157,8323,8325,8326,8380,8384,8410,8504,8636,8659,8662,8669,8671,8673,8676,8678,8695,8697,8699,8703,8705,8706,8731,8768,8779,8822,8823,8824,8895,8908,8932,8982,9019,9070,9094,9098,9101,9119,9240,9306,9369,9406,9407,9649,9650,9728,9777,9813,9825,9832,9870,9871,9872,10189,10223,10253
522	3612,8350
523	8352,8353,8354
524	1609,3667,6227,8365
525	7287,9168
526	8423,8425
527	334,1149,4480,4516,8451
528	478,551,640,915,945,2164,3410,4101,4130,4678,4689,4842,5517,6123,6236,7014,7917,8220,8221,8468,8469,8470,8475,8954,9244,9496,9667,9950,10128
529	2616,8496,8523,8528,8529
530	3089,3291,3392,4382,5563,7192,7870,8151,8534,8536,8537
531	719,8539
532	5926
533	136,2139,3192,7334,8244,8548
534	851,1285,2269,3210,8549,8550,9127,9315,9316,9317,9320
535	5561,9011
536	2499,9930
537	1908,2307,6410,8565
538	607,608,609,1158,1159,1776,4285,4286,4329,5124,5188,5190,5471,5521,5524,6694,6695,7810,7843,8063,8065,8124,8125,8278,8471,8472,8563,8564,8567,8568,8569,8570,8584,8591,8604,8605,8717,8718,8721,8722,8738,9337,9338,9578,9579,9694,10052,10060
539	161,952,4980,6268,8420,8597,8598,8997
540	8580
541	1208,1976,5402,5739
542	8631
543	680,681,723,724,3316,4712,4713,4714,4915,4916,6219,8279,8949
544	3219
545	7769,7965,7966,7967
546	2971,5467
547	170,2997
548	6611,8771,9874
549	70,82,84,123,202,453,596,597,598,618,623,626,627,635,654,655,804,1142,1231,1232,1631,1778,1834,1849,1863,1947,1968,2138,2368,2375,2447,2459,2475,2546,2700,2715,2767,2847,2868,3157,3308,3490,3502,3507,3510,3708,3709,3756,3870,3927,3935,4177,4444,4520,4528,4562,4564,4565,4566,4569,4577,4651,4719,4773,4848,5225,5507,5524,5590,5802,5849,5963,6095,6165,6182,6414,6446,6663,6749,6897,7025,7212,7239,7264,7321,7344,7383,7664,7832,7843,8073,8074,8075,8076,8077,8262,8426,8616,8621,8710,8780,8781,8782,8783,8832,8931,8988,9021,9031,9310,9363,9432,9489,9504,9554,9588,9606,9713,9756,9812,9923,9941,9981,10079
550	8816
551	2150,2188,2244,8836
552	8844
553	972,1070,1657,1732,1739,1956,1976,2200,2367,2628,2861,3090,3338,3344,4764,4997,5437,5657,7067,7286,7426,8125,8617,8810,8850,8851,8898,9115,9532
554	2425,5046,5049,5849,5873
555	344,4289,8935,8936
556	1185,2017,4461,5227,7034,7843,8990,8992,9862,9879
557	2136,6529,6530
558	2201,3610,4396,9037,9217
559	68,1670,2186,2951,3705,3958,4421,4652,5650,6968,7077,7482,7503,7529,7714,8642,8643,8927,9047,9048,9049,9051,9053,9218,9415,9417,9629,10221
560	408,1860,1880,2537,3528,4922,5336,5342,6599,9059,9060,9061
561	2600,9064,9065,9066
562	9079
563	1895,2395,4557,4884,5038,6665,9229
564	6389
565	81,591,740,1103,1612,1926,2012,2013,2015,2216,2936,3583,4941,5013,5403,5530,5616,5877,6419,6611,6620,7056,7532,7554,8321,8952,9170,9734,9808,9908,9909,9910,9979
566	2366
567	476,531,911,1319,1511,2463,2464,2699,2718,3032,3135,3792,3793,3797,4040,4213,4374,4465,4505,4615,5063,5223,5531,5950,5951,6506,6857,7138,7744,8293,8395,8571,9231,9232,9233,9239,9505,9506,9573,9755,9855,10243
568	7303,7304,7780
569	325,464,568,739,841,1597,2369,2370,2372,2373,2374,2440,2569,2617,3473,3486,3544,4453,4522,4999,5436,5439,5849,5895,5922,5993,6129,6174,6226,6393,6394,6505,7343,8602,8661,9211,9252,9254,9757,9969,10049
570	9256
571	941,9277
572	9278
573	3230
574	8650,9300
575	9307,9308
576	1718,2181,2202,2388,2678,3384,4509,4549,4659,5756,6829,8164,9321,9322,9716,9735,9749,9990
577	743,880,1246,1963,3956,4009,4107,4941,5700,6310,7209,7761,7968,9329,9331,9706
578	6177,9344
579	5775
580	1321,6470,8688
581	142,716,1254,1812,3209,4100,5538,7106,7207,8443,8954,9397,9398,9399,9427
582	9400,9401
583	142,171,326,1151,1333,2038,2104,2727,2830,2954,3025,3083,3270,3975,4337,4449,4681,6800,8441,9413,9414,9983,10042
584	2164,5613,5738,9525
585	451,931,1548,2243,2869,3123,3309,3559,3650,3742,4068,4119,4477,4533,4598,4618,5223,5317,5638,5639,8532,8746,9444,9445,9446,9447
586	6605,9458
587	4469
588	96,378,707,991,1176,1257,1813,2296,2490,2512,2596,2742,2867,3217,4641,4668,5223,5316,6111,6216,6896,7165,7265,7300,8383,9552,9685,9986
589	1086,1659,1902,2347,2396,2445,2604,2925,3047,3640,3716,3767,4135,4271,4344,4994,5189,5326,6081,6082,6194,6242,6481,6776,7014,7382,8465,8488,9390,9575,9576,9577,9584,9604,9689,9850,9866
590	8329,9598,9599
591	452,1709,2033,2098,2155,2165,2182,2450,2764,3088,3262,3612,3624,3712,4068,4204,4249,4894,4928,5258,5607,5962,6015,6236,6271,6607,7189,7552,7649,7703,7919,8320,8356,8447,8620,8787,8960,9392,9469,9470,9477,9569,9646,9647,9781,10053
592	320,816,839,1013,1083,1300,1512,3212,3692,3758,3759,3821,5567,5779,6336,6502,6712,7468,7488,9652,9653,9654,9671,9675,9678,9692
593	1937,2223,5159,7830,8582,8724,8945,9537,9734,9739,10180
594	2026
595	8736
596	4559,4684,8312,9774
597	9782
598	2019,5469,7621,8316,9793,9794,9795,9796
599	372,436,1065,1276,1565,1644,2423,2587,3327,3773,3790,4995,5009,5255,6018,6404,6698,6887,6924,7418,7824,8733,8986,9798,9799,9800
600	9810
601	2814,7477,9817,9818
602	1302,1344,2077,2694,3751,4125,4126,5912,5921,5926,6125,6795,7683,7907,7918,8081,8418,8572,9042,9267,9614,9737,9834,9847,9848,10170
603	5021,5067,5068,7891,7892,7893,9859,9860
604	343,1107,7707,8609,8795,9792,9920
605	9950
606	921,995,2676,3159,3370,4594,4920,7254,7308,8240,8260,8319,8926,9811,9916,9917,10047
607	9921
608	1737,9942
609	807,9944
610	6382
611	74,118,1303,2258,3043,3363,4605,4925,5069,5121,5316,5340,5416,5435,5485,5987,6280,6296,6679,6786,6799,7205,9275,9727,9747,9892,9964,9966,9967
612	9977,10001
613	10037,10038,10040
614	145,694,998,1143,4935,8168,10043,10044,10045
615	9286
616	3575,3576,6293,8834,9718,10063,10064,10065
617	3347,3891,8928,9050,9052
618	1104,1141,1297,10095,10096,10099
619	10109,10110,10121
620	3295,10112
621	1074,1526,3273,10140,10141
622	803,1626,2435,2513,3331,3527,3726,5118,7205,7446,7600,8984,10142,10143,10150,10151,10192,10246
623	10176
624	1258
625	905,1156,3084,3572,4881,4992,5240,5506,7868,9266,9504,10195,10196
626	2444,3043,4373,4394,8481,10217,10218,10219,10220
627	145,187,405,488,1098,1236,3121,3305,3701,4768,5223,5230,7007,7716,7722,8933,8934,9182,9357,10226,10227,10228
628	1314,6632,9466
629	1677,1998,2570,3719,4310,4311,7015,7646,9978,9979,10235,10236
630	983
